tenure_months,sessions_30d,support_tickets_30d,monthly_price,auto_renew,customer_id,as_of,outcome_available_at,extracted_at,cancellation_confirmed_after_30d,churn_next_30d
1,9.0,2,9.0,0,synthetic-00888,2023-06-08,2023-07-08,2024-04-29,0,0
13,10.0,2,9.0,1,synthetic-00889,2023-06-09,2023-07-09,2024-04-29,1,1
5,8.0,0,29.0,1,synthetic-00890,2023-06-10,2023-07-10,2024-04-29,0,0
35,12.0,2,29.0,0,synthetic-00891,2023-06-11,2023-07-11,2024-04-29,0,0
26,8.0,0,19.0,1,synthetic-00892,2023-06-12,2023-07-12,2024-04-29,0,0
48,6.0,1,9.0,1,synthetic-00893,2023-06-13,2023-07-13,2024-04-29,0,0
36,9.0,0,9.0,0,synthetic-00894,2023-06-14,2023-07-14,2024-04-29,1,1
30,10.0,4,9.0,1,synthetic-00895,2023-06-15,2023-07-15,2024-04-29,0,0
25,12.0,1,19.0,1,synthetic-00896,2023-06-16,2023-07-16,2024-04-29,0,0
3,11.0,1,19.0,0,synthetic-00897,2023-06-17,2023-07-17,2024-04-29,0,0
4,12.0,2,9.0,0,synthetic-00898,2023-06-18,2023-07-18,2024-04-29,0,0
30,13.0,4,19.0,0,synthetic-00899,2023-06-19,2023-07-19,2024-04-29,0,0
1,13.0,4,9.0,0,synthetic-00900,2023-06-20,2023-07-20,2024-04-29,1,1
3,6.0,0,19.0,1,synthetic-00901,2023-06-21,2023-07-21,2024-04-29,0,0
11,,0,29.0,0,synthetic-00902,2023-06-22,2023-07-22,2024-04-29,0,0
43,5.0,3,9.0,1,synthetic-00903,2023-06-23,2023-07-23,2024-04-29,1,1
23,8.0,2,19.0,0,synthetic-00904,2023-06-24,2023-07-24,2024-04-29,0,0
35,10.0,0,19.0,1,synthetic-00905,2023-06-25,2023-07-25,2024-04-29,1,1
20,12.0,1,29.0,0,synthetic-00906,2023-06-26,2023-07-26,2024-04-29,1,1
9,13.0,1,19.0,1,synthetic-00907,2023-06-27,2023-07-27,2024-04-29,0,0
18,16.0,0,19.0,0,synthetic-00908,2023-06-28,2023-07-28,2024-04-29,0,0
5,9.0,0,29.0,1,synthetic-00909,2023-06-29,2023-07-29,2024-04-29,1,1
37,6.0,4,19.0,1,synthetic-00910,2023-06-30,2023-07-30,2024-04-29,1,1
9,13.0,1,19.0,1,synthetic-00911,2023-07-01,2023-07-31,2024-04-29,0,0
19,6.0,1,9.0,1,synthetic-00912,2023-07-02,2023-08-01,2024-04-29,0,0
48,9.0,2,19.0,0,synthetic-00913,2023-07-03,2023-08-02,2024-04-29,0,0
29,19.0,1,9.0,1,synthetic-00914,2023-07-04,2023-08-03,2024-04-29,0,0
23,,0,19.0,1,synthetic-00915,2023-07-05,2023-08-04,2024-04-29,0,0
27,11.0,3,9.0,1,synthetic-00916,2023-07-06,2023-08-05,2024-04-29,0,0
38,11.0,4,9.0,1,synthetic-00917,2023-07-07,2023-08-06,2024-04-29,0,0
13,,4,19.0,1,synthetic-00918,2023-07-08,2023-08-07,2024-04-29,1,1
31,9.0,2,19.0,1,synthetic-00919,2023-07-09,2023-08-08,2024-04-29,0,0
42,13.0,0,29.0,1,synthetic-00920,2023-07-10,2023-08-09,2024-04-29,0,0
28,15.0,2,9.0,1,synthetic-00921,2023-07-11,2023-08-10,2024-04-29,0,0
22,9.0,2,29.0,1,synthetic-00922,2023-07-12,2023-08-11,2024-04-29,0,0
7,13.0,1,9.0,1,synthetic-00923,2023-07-13,2023-08-12,2024-04-29,0,0
12,8.0,2,29.0,1,synthetic-00924,2023-07-14,2023-08-13,2024-04-29,0,0
46,15.0,3,29.0,1,synthetic-00925,2023-07-15,2023-08-14,2024-04-29,1,1
26,11.0,2,29.0,0,synthetic-00926,2023-07-16,2023-08-15,2024-04-29,0,0
15,,2,9.0,1,synthetic-00927,2023-07-17,2023-08-16,2024-04-29,0,0
21,17.0,1,29.0,1,synthetic-00928,2023-07-18,2023-08-17,2024-04-29,0,0
28,13.0,0,9.0,1,synthetic-00929,2023-07-19,2023-08-18,2024-04-29,0,0
26,13.0,1,29.0,0,synthetic-00930,2023-07-20,2023-08-19,2024-04-29,0,0
34,13.0,3,19.0,1,synthetic-00931,2023-07-21,2023-08-20,2024-04-29,0,0
13,8.0,1,19.0,1,synthetic-00932,2023-07-22,2023-08-21,2024-04-29,0,0
32,13.0,1,19.0,0,synthetic-00933,2023-07-23,2023-08-22,2024-04-29,0,0
22,9.0,3,9.0,0,synthetic-00934,2023-07-24,2023-08-23,2024-04-29,1,1
46,10.0,1,29.0,1,synthetic-00935,2023-07-25,2023-08-24,2024-04-29,0,0
8,11.0,1,29.0,0,synthetic-00936,2023-07-26,2023-08-25,2024-04-29,0,0
8,14.0,2,29.0,1,synthetic-00937,2023-07-27,2023-08-26,2024-04-29,1,1
23,15.0,0,29.0,0,synthetic-00938,2023-07-28,2023-08-27,2024-04-29,0,0
25,10.0,1,29.0,0,synthetic-00939,2023-07-29,2023-08-28,2024-04-29,1,1
34,13.0,0,29.0,1,synthetic-00940,2023-07-30,2023-08-29,2024-04-29,0,0
20,8.0,1,19.0,1,synthetic-00941,2023-07-31,2023-08-30,2024-04-29,0,0
44,13.0,2,29.0,1,synthetic-00942,2023-08-01,2023-08-31,2024-04-29,0,0
23,14.0,0,9.0,0,synthetic-00943,2023-08-02,2023-09-01,2024-04-29,0,0
7,8.0,3,29.0,1,synthetic-00944,2023-08-03,2023-09-02,2024-04-29,1,1
6,11.0,0,19.0,1,synthetic-00945,2023-08-04,2023-09-03,2024-04-29,1,1
47,6.0,0,19.0,0,synthetic-00946,2023-08-05,2023-09-04,2024-04-29,0,0
7,9.0,2,19.0,0,synthetic-00947,2023-08-06,2023-09-05,2024-04-29,1,1
46,19.0,1,9.0,1,synthetic-00948,2023-08-07,2023-09-06,2024-04-29,0,0
14,13.0,1,19.0,0,synthetic-00949,2023-08-08,2023-09-07,2024-04-29,0,0
5,10.0,3,19.0,1,synthetic-00950,2023-08-09,2023-09-08,2024-04-29,0,0
15,9.0,2,9.0,0,synthetic-00951,2023-08-10,2023-09-09,2024-04-29,1,1
30,14.0,0,29.0,1,synthetic-00952,2023-08-11,2023-09-10,2024-04-29,0,0
21,11.0,1,9.0,1,synthetic-00953,2023-08-12,2023-09-11,2024-04-29,0,0
38,8.0,0,29.0,1,synthetic-00954,2023-08-13,2023-09-12,2024-04-29,0,0
30,9.0,0,9.0,1,synthetic-00955,2023-08-14,2023-09-13,2024-04-29,0,0
20,8.0,0,9.0,1,synthetic-00956,2023-08-15,2023-09-14,2024-04-29,0,0
31,10.0,2,9.0,1,synthetic-00957,2023-08-16,2023-09-15,2024-04-29,0,0
47,8.0,1,9.0,0,synthetic-00958,2023-08-17,2023-09-16,2024-04-29,1,1
20,12.0,1,9.0,0,synthetic-00959,2023-08-18,2023-09-17,2024-04-29,1,1
8,11.0,3,29.0,0,synthetic-00960,2023-08-19,2023-09-18,2024-04-29,1,1
20,6.0,0,29.0,0,synthetic-00961,2023-08-20,2023-09-19,2024-04-29,0,0
41,16.0,0,19.0,0,synthetic-00962,2023-08-21,2023-09-20,2024-04-29,0,0
11,15.0,1,9.0,1,synthetic-00963,2023-08-22,2023-09-21,2024-04-29,0,0
46,9.0,3,29.0,1,synthetic-00964,2023-08-23,2023-09-22,2024-04-29,0,0
29,15.0,0,19.0,0,synthetic-00965,2023-08-24,2023-09-23,2024-04-29,0,0
29,14.0,1,19.0,0,synthetic-00966,2023-08-25,2023-09-24,2024-04-29,0,0
16,16.0,2,29.0,0,synthetic-00967,2023-08-26,2023-09-25,2024-04-29,1,1
45,10.0,1,19.0,0,synthetic-00968,2023-08-27,2023-09-26,2024-04-29,0,0
2,8.0,0,19.0,1,synthetic-00969,2023-08-28,2023-09-27,2024-04-29,1,1
15,5.0,3,29.0,0,synthetic-00970,2023-08-29,2023-09-28,2024-04-29,1,1
21,17.0,1,19.0,0,synthetic-00971,2023-08-30,2023-09-29,2024-04-29,0,0
23,7.0,0,29.0,0,synthetic-00972,2023-08-31,2023-09-30,2024-04-29,1,1
23,13.0,1,29.0,0,synthetic-00973,2023-09-01,2023-10-01,2024-04-29,0,0
8,6.0,1,29.0,1,synthetic-00974,2023-09-02,2023-10-02,2024-04-29,0,0
11,13.0,0,9.0,0,synthetic-00975,2023-09-03,2023-10-03,2024-04-29,0,0
5,16.0,4,9.0,1,synthetic-00976,2023-09-04,2023-10-04,2024-04-29,0,0
28,18.0,1,19.0,0,synthetic-00977,2023-09-05,2023-10-05,2024-04-29,0,0
17,11.0,1,19.0,1,synthetic-00978,2023-09-06,2023-10-06,2024-04-29,0,0
28,5.0,1,29.0,1,synthetic-00979,2023-09-07,2023-10-07,2024-04-29,0,0
29,7.0,3,9.0,1,synthetic-00980,2023-09-08,2023-10-08,2024-04-29,1,1
34,8.0,1,29.0,1,synthetic-00981,2023-09-09,2023-10-09,2024-04-29,0,0
27,12.0,1,29.0,1,synthetic-00982,2023-09-10,2023-10-10,2024-04-29,0,0
32,,0,29.0,0,synthetic-00983,2023-09-11,2023-10-11,2024-04-29,0,0
29,12.0,1,29.0,1,synthetic-00984,2023-09-12,2023-10-12,2024-04-29,0,0
32,17.0,1,29.0,0,synthetic-00985,2023-09-13,2023-10-13,2024-04-29,1,1
30,18.0,3,19.0,1,synthetic-00986,2023-09-14,2023-10-14,2024-04-29,0,0
16,6.0,1,19.0,1,synthetic-00987,2023-09-15,2023-10-15,2024-04-29,0,0
12,10.0,0,19.0,0,synthetic-00988,2023-09-16,2023-10-16,2024-04-29,0,0
38,15.0,0,29.0,0,synthetic-00989,2023-09-17,2023-10-17,2024-04-29,0,0
17,10.0,1,9.0,1,synthetic-00990,2023-09-18,2023-10-18,2024-04-29,0,0
27,9.0,1,19.0,0,synthetic-00991,2023-09-19,2023-10-19,2024-04-29,0,0
10,-1.0,1,19.0,0,synthetic-00992,2023-09-20,2023-10-20,2024-04-29,0,0
21,14.0,0,19.0,1,synthetic-00993,2023-09-21,2023-10-21,2024-04-29,0,0
26,13.0,2,19.0,0,synthetic-00994,2023-09-22,2023-10-22,2024-04-29,1,1
31,13.0,0,29.0,0,synthetic-00995,2023-09-23,2023-10-23,2024-04-29,0,0
26,11.0,1,9.0,0,synthetic-00996,2023-09-24,2023-10-24,2024-04-29,0,0
18,12.0,0,29.0,1,synthetic-00997,2023-09-25,2023-10-25,2024-04-29,0,0
47,8.0,0,29.0,1,synthetic-00998,2023-09-26,2023-10-26,2024-04-29,0,0
25,19.0,1,29.0,1,synthetic-00999,2023-09-27,2023-10-27,2024-04-29,0,0
39,10.0,1,29.0,0,synthetic-01000,2023-09-28,2023-10-28,2024-04-29,1,1
36,17.0,1,19.0,0,synthetic-01001,2023-09-29,2023-10-29,2024-04-29,1,1
27,17.0,2,9.0,1,synthetic-01002,2023-09-30,2023-10-30,2024-04-29,0,0
43,7.0,0,19.0,1,synthetic-01003,2023-10-01,2023-10-31,2024-04-29,0,0
7,10.0,3,9.0,1,synthetic-01004,2023-10-02,2023-11-01,2024-04-29,1,1
45,16.0,1,9.0,1,synthetic-01005,2023-10-03,2023-11-02,2024-04-29,0,0
41,9.0,0,29.0,0,synthetic-01006,2023-10-04,2023-11-03,2024-04-29,0,0
25,6.0,2,19.0,1,synthetic-01007,2023-10-05,2023-11-04,2024-04-29,1,1
36,12.0,2,19.0,1,synthetic-01008,2023-10-06,2023-11-05,2024-04-29,0,0
25,6.0,1,29.0,1,synthetic-01009,2023-10-07,2023-11-06,2024-04-29,1,1
13,5.0,2,9.0,1,synthetic-01010,2023-10-08,2023-11-07,2024-04-29,0,0
39,10.0,0,29.0,0,synthetic-01011,2023-10-09,2023-11-08,2024-04-29,0,0
12,8.0,4,19.0,0,synthetic-01012,2023-10-10,2023-11-09,2024-04-29,1,1
16,19.0,4,19.0,1,synthetic-01013,2023-10-11,2023-11-10,2024-04-29,0,0
25,20.0,0,19.0,1,synthetic-01014,2023-10-12,2023-11-11,2024-04-29,0,0
41,13.0,1,19.0,1,synthetic-01015,2023-10-13,2023-11-12,2024-04-29,0,0
19,11.0,0,19.0,1,synthetic-01016,2023-10-14,2023-11-13,2024-04-29,0,0
24,10.0,3,19.0,1,synthetic-01017,2023-10-15,2023-11-14,2024-04-29,1,1
2,13.0,3,9.0,1,synthetic-01018,2023-10-16,2023-11-15,2024-04-29,0,0
6,9.0,1,9.0,0,synthetic-01019,2023-10-17,2023-11-16,2024-04-29,0,0
3,8.0,0,19.0,1,synthetic-01020,2023-10-18,2023-11-17,2024-04-29,0,0
4,13.0,0,9.0,1,synthetic-01021,2023-10-19,2023-11-18,2024-04-29,0,0
42,6.0,5,19.0,1,synthetic-01022,2023-10-20,2023-11-19,2024-04-29,0,0
41,10.0,3,29.0,0,synthetic-01023,2023-10-21,2023-11-20,2024-04-29,0,0
40,12.0,0,9.0,1,synthetic-01024,2023-10-22,2023-11-21,2024-04-29,0,0
3,14.0,1,9.0,1,synthetic-01025,2023-10-23,2023-11-22,2024-04-29,0,0
4,11.0,1,9.0,0,synthetic-01026,2023-10-24,2023-11-23,2024-04-29,0,0
14,18.0,0,29.0,1,synthetic-01027,2023-10-25,2023-11-24,2024-04-29,0,0
28,14.0,0,29.0,0,synthetic-01028,2023-10-26,2023-11-25,2024-04-29,0,0
17,5.0,3,9.0,1,synthetic-01029,2023-10-27,2023-11-26,2024-04-29,1,1
24,12.0,0,19.0,0,synthetic-01030,2023-10-28,2023-11-27,2024-04-29,0,0
9,12.0,1,29.0,0,synthetic-01031,2023-10-29,2023-11-28,2024-04-29,0,0
36,9.0,0,29.0,1,synthetic-01032,2023-10-30,2023-11-29,2024-04-29,0,0
16,14.0,3,19.0,0,synthetic-01033,2023-10-31,2023-11-30,2024-04-29,1,1
4,6.0,1,9.0,1,synthetic-01034,2023-11-01,2023-12-01,2024-04-29,0,0
36,12.0,0,29.0,0,synthetic-01035,2023-11-02,2023-12-02,2024-04-29,0,0
44,10.0,1,29.0,0,synthetic-01036,2023-11-03,2023-12-03,2024-04-29,0,0
1,11.0,2,19.0,0,synthetic-01037,2023-11-04,2023-12-04,2024-04-29,0,0
21,18.0,0,9.0,0,synthetic-01038,2023-11-05,2023-12-05,2024-04-29,0,0
40,10.0,0,29.0,1,synthetic-01039,2023-11-06,2023-12-06,2024-04-29,0,0
34,9.0,0,9.0,1,synthetic-01040,2023-11-07,2023-12-07,2024-04-29,0,0
42,10.0,3,29.0,1,synthetic-01041,2023-11-08,2023-12-08,2024-04-29,1,1
20,7.0,1,29.0,0,synthetic-01042,2023-11-09,2023-12-09,2024-04-29,1,1
18,11.0,1,19.0,0,synthetic-01043,2023-11-10,2023-12-10,2024-04-29,0,0
35,15.0,2,19.0,1,synthetic-01044,2023-11-11,2023-12-11,2024-04-29,1,1
8,14.0,1,9.0,1,synthetic-01045,2023-11-12,2023-12-12,2024-04-29,0,0
12,11.0,1,29.0,1,synthetic-01046,2023-11-13,2023-12-13,2024-04-29,0,0
29,12.0,0,9.0,0,synthetic-01047,2023-11-14,2023-12-14,2024-04-29,0,0
33,13.0,0,9.0,0,synthetic-01048,2023-11-15,2023-12-15,2024-04-29,0,0
6,9.0,2,29.0,1,synthetic-01049,2023-11-16,2023-12-16,2024-04-29,1,1
25,12.0,1,29.0,1,synthetic-01050,2023-11-17,2023-12-17,2024-04-29,0,0
18,9.0,1,19.0,1,synthetic-01051,2023-11-18,2023-12-18,2024-04-29,1,1
25,13.0,0,19.0,1,synthetic-01052,2023-11-19,2023-12-19,2024-04-29,0,0
47,7.0,1,19.0,0,synthetic-01053,2023-11-20,2023-12-20,2024-04-29,1,1
4,16.0,0,9.0,1,synthetic-01054,2023-11-21,2023-12-21,2024-04-29,0,0
48,16.0,2,19.0,1,synthetic-01055,2023-11-22,2023-12-22,2024-04-29,0,0
22,11.0,1,29.0,1,synthetic-01056,2023-11-23,2023-12-23,2024-04-29,1,1
38,9.0,0,19.0,1,synthetic-01057,2023-11-24,2023-12-24,2024-04-29,0,0
21,17.0,0,29.0,0,synthetic-01058,2023-11-25,2023-12-25,2024-04-29,0,0
15,8.0,3,29.0,1,synthetic-01059,2023-11-26,2023-12-26,2024-04-29,1,1
37,11.0,0,29.0,1,synthetic-01060,2023-11-27,2023-12-27,2024-04-29,0,0
34,7.0,2,29.0,1,synthetic-01061,2023-11-28,2023-12-28,2024-04-29,0,0
7,22.0,1,29.0,0,synthetic-01062,2023-11-29,2023-12-29,2024-04-29,0,0
34,5.0,5,29.0,0,synthetic-01063,2023-11-30,2023-12-30,2024-04-29,0,0
37,13.0,1,29.0,1,synthetic-01064,2023-12-01,2023-12-31,2024-04-29,1,1
19,11.0,0,29.0,1,synthetic-01065,2023-12-02,2024-01-01,2024-04-29,1,1
45,11.0,1,29.0,1,synthetic-01066,2023-12-03,2024-01-02,2024-04-29,0,0
31,13.0,3,29.0,1,synthetic-01067,2023-12-04,2024-01-03,2024-04-29,0,0
17,11.0,0,29.0,1,synthetic-01068,2023-12-05,2024-01-04,2024-04-29,0,0
1,9.0,1,19.0,0,synthetic-01069,2023-12-06,2024-01-05,2024-04-29,1,1
33,12.0,0,29.0,0,synthetic-01070,2023-12-07,2024-01-06,2024-04-29,1,1
11,16.0,1,29.0,1,synthetic-01071,2023-12-08,2024-01-07,2024-04-29,0,0
37,13.0,1,19.0,1,synthetic-01072,2023-12-09,2024-01-08,2024-04-29,0,0
26,7.0,1,9.0,1,synthetic-01073,2023-12-10,2024-01-09,2024-04-29,0,0
23,6.0,0,29.0,1,synthetic-01074,2023-12-11,2024-01-10,2024-04-29,0,0
8,17.0,1,19.0,1,synthetic-01075,2023-12-12,2024-01-11,2024-04-29,0,0
35,12.0,1,19.0,1,synthetic-01076,2023-12-13,2024-01-12,2024-04-29,0,0
8,,1,29.0,0,synthetic-01077,2023-12-14,2024-01-13,2024-04-29,1,1
21,9.0,1,9.0,1,synthetic-01078,2023-12-15,2024-01-14,2024-04-29,0,0
41,9.0,1,19.0,0,synthetic-01079,2023-12-16,2024-01-15,2024-04-29,0,0
45,16.0,0,9.0,1,synthetic-01080,2023-12-17,2024-01-16,2024-04-29,0,0
48,13.0,1,9.0,1,synthetic-01081,2023-12-18,2024-01-17,2024-04-29,1,1
46,9.0,0,29.0,1,synthetic-01082,2023-12-19,2024-01-18,2024-04-29,0,0
27,13.0,0,19.0,0,synthetic-01083,2023-12-20,2024-01-19,2024-04-29,0,0
10,11.0,2,9.0,1,synthetic-01084,2023-12-21,2024-01-20,2024-04-29,1,1
41,12.0,1,19.0,1,synthetic-01085,2023-12-22,2024-01-21,2024-04-29,0,0
39,11.0,4,9.0,0,synthetic-01086,2023-12-23,2024-01-22,2024-04-29,1,1
48,12.0,1,29.0,0,synthetic-01087,2023-12-24,2024-01-23,2024-04-29,0,0
32,12.0,0,9.0,0,synthetic-01088,2023-12-25,2024-01-24,2024-04-29,0,0
7,18.0,1,19.0,1,synthetic-01089,2023-12-26,2024-01-25,2024-04-29,0,0
25,11.0,0,19.0,1,synthetic-01090,2023-12-27,2024-01-26,2024-04-29,0,0
22,15.0,3,9.0,0,synthetic-01091,2023-12-28,2024-01-27,2024-04-29,1,1
41,13.0,3,29.0,1,synthetic-01092,2023-12-29,2024-01-28,2024-04-29,0,0
19,13.0,1,19.0,1,synthetic-01093,2023-12-30,2024-01-29,2024-04-29,0,0
16,8.0,3,19.0,1,synthetic-01094,2023-12-31,2024-01-30,2024-04-29,1,1
4,12.0,1,19.0,1,synthetic-01095,2024-01-01,2024-01-31,2024-04-29,0,0
41,15.0,2,29.0,0,synthetic-01096,2024-01-02,2024-02-01,2024-04-29,0,0
37,7.0,1,9.0,0,synthetic-01097,2024-01-03,2024-02-02,2024-04-29,0,0
2,13.0,0,29.0,1,synthetic-01098,2024-01-04,2024-02-03,2024-04-29,0,0
21,10.0,3,19.0,0,synthetic-01099,2024-01-05,2024-02-04,2024-04-29,0,0
24,10.0,2,9.0,1,synthetic-01100,2024-01-06,2024-02-05,2024-04-29,1,1
23,14.0,3,19.0,1,synthetic-01101,2024-01-07,2024-02-06,2024-04-29,0,0
45,11.0,0,29.0,1,synthetic-01102,2024-01-08,2024-02-07,2024-04-29,0,0
8,13.0,1,9.0,0,synthetic-01103,2024-01-09,2024-02-08,2024-04-29,0,0
15,19.0,2,19.0,1,synthetic-01104,2024-01-10,2024-02-09,2024-04-29,0,0
9,12.0,2,19.0,1,synthetic-01105,2024-01-11,2024-02-10,2024-04-29,0,0
12,12.0,2,29.0,0,synthetic-01106,2024-01-12,2024-02-11,2024-04-29,0,0
44,11.0,0,19.0,1,synthetic-01107,2024-01-13,2024-02-12,2024-04-29,0,0
46,6.0,1,29.0,0,synthetic-01108,2024-01-14,2024-02-13,2024-04-29,0,0
3,11.0,1,29.0,1,synthetic-01109,2024-01-15,2024-02-14,2024-04-29,0,0
31,6.0,1,29.0,1,synthetic-01110,2024-01-16,2024-02-15,2024-04-29,0,0
12,-1.0,2,19.0,0,synthetic-01111,2024-01-17,2024-02-16,2024-04-29,0,0
10,4.0,0,29.0,1,synthetic-01112,2024-01-18,2024-02-17,2024-04-29,0,0
15,11.0,0,9.0,1,synthetic-01113,2024-01-19,2024-02-18,2024-04-29,0,0
10,,2,29.0,1,synthetic-01114,2024-01-20,2024-02-19,2024-04-29,0,0
24,8.0,1,29.0,0,synthetic-01115,2024-01-21,2024-02-20,2024-04-29,0,0
48,7.0,0,9.0,0,synthetic-01116,2024-01-22,2024-02-21,2024-04-29,0,0
29,16.0,1,19.0,0,synthetic-01117,2024-01-23,2024-02-22,2024-04-29,0,0
35,16.0,1,29.0,1,synthetic-01118,2024-01-24,2024-02-23,2024-04-29,0,0
24,9.0,1,9.0,1,synthetic-01119,2024-01-25,2024-02-24,2024-04-29,1,1
1,15.0,1,29.0,1,synthetic-01120,2024-01-26,2024-02-25,2024-04-29,0,0
5,10.0,3,29.0,1,synthetic-01121,2024-01-27,2024-02-26,2024-04-29,1,1
13,9.0,1,29.0,0,synthetic-01122,2024-01-28,2024-02-27,2024-04-29,1,1
12,12.0,2,9.0,1,synthetic-01123,2024-01-29,2024-02-28,2024-04-29,0,0
41,13.0,2,29.0,1,synthetic-01124,2024-01-30,2024-02-29,2024-04-29,0,0
41,16.0,0,29.0,1,synthetic-01125,2024-01-31,2024-03-01,2024-04-29,0,0
41,15.0,1,9.0,1,synthetic-01126,2024-02-01,2024-03-02,2024-04-29,0,0
31,15.0,0,29.0,1,synthetic-01127,2024-02-02,2024-03-03,2024-04-29,0,0
27,14.0,3,19.0,1,synthetic-01128,2024-02-03,2024-03-04,2024-04-29,0,0
32,9.0,1,29.0,1,synthetic-01129,2024-02-04,2024-03-05,2024-04-29,0,0
20,9.0,1,9.0,1,synthetic-01130,2024-02-05,2024-03-06,2024-04-29,0,0
33,,3,29.0,1,synthetic-01131,2024-02-06,2024-03-07,2024-04-29,1,1
39,14.0,1,19.0,0,synthetic-01132,2024-02-07,2024-03-08,2024-04-29,0,0
37,10.0,1,9.0,1,synthetic-01133,2024-02-08,2024-03-09,2024-04-29,0,0
30,10.0,0,19.0,1,synthetic-01134,2024-02-09,2024-03-10,2024-04-29,0,0
3,14.0,2,29.0,1,synthetic-01135,2024-02-10,2024-03-11,2024-04-29,0,0
35,14.0,0,29.0,1,synthetic-01136,2024-02-11,2024-03-12,2024-04-29,0,0
18,15.0,1,9.0,0,synthetic-01137,2024-02-12,2024-03-13,2024-04-29,0,0
36,19.0,0,29.0,1,synthetic-01138,2024-02-13,2024-03-14,2024-04-29,0,0
26,9.0,1,19.0,0,synthetic-01139,2024-02-14,2024-03-15,2024-04-29,0,0
43,11.0,1,9.0,0,synthetic-01140,2024-02-15,2024-03-16,2024-04-29,1,1
17,18.0,0,19.0,1,synthetic-01141,2024-02-16,2024-03-17,2024-04-29,0,0
45,7.0,1,29.0,1,synthetic-01142,2024-02-17,2024-03-18,2024-04-29,0,0
41,8.0,2,9.0,1,synthetic-01143,2024-02-18,2024-03-19,2024-04-29,0,0
16,13.0,1,9.0,1,synthetic-01144,2024-02-19,2024-03-20,2024-04-29,0,0
24,12.0,1,9.0,1,synthetic-01145,2024-02-20,2024-03-21,2024-04-29,0,0
26,10.0,2,19.0,1,synthetic-01146,2024-02-21,2024-03-22,2024-04-29,0,0
37,12.0,3,9.0,1,synthetic-01147,2024-02-22,2024-03-23,2024-04-29,0,0
34,11.0,3,29.0,1,synthetic-01148,2024-02-23,2024-03-24,2024-04-29,1,1
41,13.0,3,9.0,0,synthetic-01149,2024-02-24,2024-03-25,2024-04-29,0,0
18,13.0,1,9.0,0,synthetic-01150,2024-02-25,2024-03-26,2024-04-29,0,0
25,12.0,1,9.0,0,synthetic-01151,2024-02-26,2024-03-27,2024-04-29,1,1
21,12.0,0,29.0,1,synthetic-01152,2024-02-27,2024-03-28,2024-04-29,0,0
44,15.0,1,29.0,1,synthetic-01153,2024-02-28,2024-03-29,2024-04-29,0,0
15,14.0,2,9.0,0,synthetic-01154,2024-02-29,2024-03-30,2024-04-29,1,1
29,9.0,1,19.0,0,synthetic-01155,2024-03-01,2024-03-31,2024-04-29,0,0
6,15.0,2,29.0,1,synthetic-01156,2024-03-02,2024-04-01,2024-04-29,0,0
41,9.0,2,29.0,1,synthetic-01157,2024-03-03,2024-04-02,2024-04-29,1,1
19,9.0,2,9.0,1,synthetic-01158,2024-03-04,2024-04-03,2024-04-29,0,0
17,9.0,0,29.0,0,synthetic-01159,2024-03-05,2024-04-04,2024-04-29,0,0
28,9.0,2,29.0,1,synthetic-01160,2024-03-06,2024-04-05,2024-04-29,1,1
24,7.0,1,29.0,1,synthetic-01161,2024-03-07,2024-04-06,2024-04-29,0,0
41,-1.0,2,19.0,1,synthetic-01162,2024-03-08,2024-04-07,2024-04-29,0,0
26,16.0,0,19.0,1,synthetic-01163,2024-03-09,2024-04-08,2024-04-29,0,0
25,8.0,2,29.0,1,synthetic-01164,2024-03-10,2024-04-09,2024-04-29,0,0
6,8.0,2,29.0,0,synthetic-01165,2024-03-11,2024-04-10,2024-04-29,1,1
2,10.0,1,19.0,1,synthetic-01166,2024-03-12,2024-04-11,2024-04-29,0,0
20,10.0,0,29.0,1,synthetic-01167,2024-03-13,2024-04-12,2024-04-29,1,1
48,9.0,4,19.0,1,synthetic-01168,2024-03-14,2024-04-13,2024-04-29,0,0
45,9.0,1,29.0,0,synthetic-01169,2024-03-15,2024-04-14,2024-04-29,0,0
31,9.0,3,9.0,1,synthetic-01170,2024-03-16,2024-04-15,2024-04-29,1,1
31,14.0,3,29.0,1,synthetic-01171,2024-03-17,2024-04-16,2024-04-29,1,1
19,10.0,1,19.0,1,synthetic-01172,2024-03-18,2024-04-17,2024-04-29,0,0
9,7.0,2,19.0,0,synthetic-01173,2024-03-19,2024-04-18,2024-04-29,1,1
1,12.0,1,9.0,0,synthetic-01174,2024-03-20,2024-04-19,2024-04-29,0,0
17,6.0,2,19.0,0,synthetic-01175,2024-03-21,2024-04-20,2024-04-29,0,0
16,14.0,2,9.0,1,synthetic-01176,2024-03-22,2024-04-21,2024-04-29,0,0
10,9.0,0,29.0,0,synthetic-01177,2024-03-23,2024-04-22,2024-04-29,0,0
13,16.0,3,29.0,0,synthetic-01178,2024-03-24,2024-04-23,2024-04-29,1,1
2,12.0,2,19.0,1,synthetic-01179,2024-03-25,2024-04-24,2024-04-29,1,1
30,4.0,0,29.0,1,synthetic-01180,2024-03-26,2024-04-25,2024-04-29,0,0
45,9.0,1,29.0,1,synthetic-01181,2024-03-27,2024-04-26,2024-04-29,1,1
34,10.0,1,9.0,1,synthetic-01182,2024-03-28,2024-04-27,2024-04-29,0,0
22,15.0,4,9.0,1,synthetic-01183,2024-03-29,2024-04-28,2024-04-29,0,0
